Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
1438,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,22,1995,7,3,328,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.3,0.6,0.1,0.08,0.18,0.1,0.18
1439,Jonas Lössl\Jonas-Lossl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,31,30,2778,30.9,0,1,0,0,0,1,0,0,0.03,0.03,0,0.03,0,0,0.5,0.5,0,0.02,0.02,0,0.02
1440,Albert Lottin\Albert-Lottin,fr FRA,MFFW,Bordeaux,fr Ligue 1,16,2001,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,Imran Louza\Imran-Louza,fr FRA,MF,Nantes,fr Ligue 1,19,1999,1,1,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.08,0,0.08,0.08,0.08
1442,Davor Lovren\Davor-Lovren,hr CRO,MFFW,Düsseldorf,de Bundesliga,19,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.25,0,0.25,0.25,0.25
1443,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,13,11,986,11,1,0,1,0,0,1,0,0.09,0,0.09,0.09,0.09,0.7,0.7,0.2,1,0.07,0.02,0.09,0.07,0.09
1444,Chris Löwe\Chris-Lowe,de GER,DFMF,Huddersfield,eng Premier League,29,1989,29,23,2057,22.9,0,2,0,0,0,2,0,0,0.09,0.09,0,0.09,0.5,0.5,1.6,2.1,0.02,0.07,0.09,0.02,0.09
1445,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,22,17,1623,18,3,2,3,0,0,3,0,0.17,0.11,0.28,0.17,0.28,2,2,1.5,3.6,0.11,0.08,0.2,0.11,0.2
1446,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,21,19,1750,19.4,0,0,0,0,0,7,0,0,0,0,0,0,0.5,0.5,0.6,1.1,0.02,0.03,0.06,0.02,0.06
1447,Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Girona,es La Liga,25,1993,20,7,730,8.1,0,0,0,0,0,4,1,0,0,0,0,0,2.1,2.1,0.6,2.7,0.26,0.07,0.33,0.26,0.33
1448,Derrick Luckassen\Derrick-Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,4,2,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,23,1995,35,35,3137,34.9,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,0.8,0.8,2.1,2.8,0.02,0.06,0.08,0.02,0.08
1450,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,31,1987,37,35,3195,35.5,12,5,9,3,5,7,0,0.34,0.14,0.48,0.25,0.39,13.6,9.8,5.6,15.4,0.38,0.16,0.54,0.28,0.43
1451,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,30,25,2261,25.1,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,0.6,0.6,0.5,1.1,0.02,0.02,0.04,0.02,0.04
1452,Filipe Luís\Filipe-Luis,br BRA,DF,Atlético Madrid,es La Liga,32,1985,27,24,2030,22.6,2,2,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,0.7,0.7,1.1,1.9,0.03,0.05,0.08,0.03,0.08
1453,Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,7,6,507,5.6,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.02,0.05,0.07,0.02,0.07
1454,David Luiz\David-Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36,36,3238,36,3,2,3,0,0,3,0,0.08,0.06,0.14,0.08,0.14,1.9,1.9,2.7,4.7,0.05,0.08,0.13,0.05,0.13
1455,Douglas Luiz\Douglas-Luiz,br BRA,MF,Girona,es La Liga,20,1998,23,16,1490,16.6,0,0,0,0,0,7,0,0,0,0,0,0,1.1,1.1,0.4,1.4,0.07,0.02,0.09,0.07,0.09
1456,Everton Luiz\Everton-Luiz,br BRA,MF,SPAL,it Serie A,30,1988,10,2,317,3.5,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
1457,Jordan Lukaku\Jordan-Lukaku,be BEL,MFDF,Lazio,it Serie A,24,1994,7,1,175,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.03,0,0.03
1458,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,32,22,2136,23.7,12,0,12,0,0,4,0,0.51,0,0.51,0.51,0.51,11.1,11.1,2.7,13.8,0.47,0.11,0.58,0.47,0.58
1459,Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Düsseldorf,de Bundesliga,20,1997,31,22,1972,21.9,10,3,6,4,6,6,0,0.46,0.14,0.59,0.27,0.41,12.7,8.1,2.3,10.4,0.58,0.1,0.68,0.37,0.47
1460,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,21,1996,24,11,989,11,2,0,2,0,0,7,0,0.18,0,0.18,0.18,0.18,1.8,1.8,1,2.8,0.16,0.09,0.26,0.16,0.26
1461,Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,32,1986,35,34,2923,32.5,4,1,4,0,0,5,0,0.12,0.03,0.15,0.12,0.15,2.6,2.6,4.2,6.8,0.08,0.13,0.21,0.08,0.21
1462,Antonio Luna\Antonio-Luna,es ESP,DF,Levante,es La Liga,27,1991,16,14,1258,14,0,2,0,0,0,4,0,0,0.14,0.14,0,0.14,0.3,0.3,1.5,1.9,0.02,0.11,0.13,0.02,0.13
1463,Andriy Lunin\Andriy-Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,5,4,365,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,21,1996,12,6,728,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
1465,Fabian Lustenberger\Fabian-Lustenberger,ch SUI,DFMF,Hertha BSC,de Bundesliga,30,1988,29,24,2172,24.1,0,1,0,0,0,2,0,0,0.04,0.04,0,0.04,0,0,0.4,0.5,0,0.02,0.02,0,0.02
1466,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,15,14,1311,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,21,1997,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,Lyanco\Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,13,13,1119,12.4,1,0,1,0,0,2,1,0.08,0,0.08,0.08,0.08,0.5,0.5,0.3,0.8,0.04,0.02,0.06,0.04,0.06
1469,Hervé Lybohy\Herve-Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,17,15,1480,16.4,2,0,2,0,0,3,0,0.12,0,0.12,0.12,0.12,0.6,0.6,0,0.6,0.03,0,0.03,0.03,0.03
1470,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,11,9,830,9.2,0,1,0,0,0,1,0,0,0.11,0.11,0,0.11,0.2,0.2,0.6,0.8,0.02,0.06,0.09,0.02,0.09
1471,Yann M'Vila\Yann-MVila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,37,37,3258,36.2,0,1,0,0,0,5,1,0,0.03,0.03,0,0.03,0.7,0.7,1.1,1.7,0.02,0.03,0.05,0.02,0.05
1472,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Udinese,it Serie A,25,1993,13,4,463,5.1,0,1,0,0,0,2,0,0,0.19,0.19,0,0.19,1.3,1.3,0.6,1.9,0.26,0.12,0.38,0.26,0.38
1473,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,21,1996,36,35,2831,31.5,7,7,6,1,2,4,1,0.22,0.22,0.45,0.19,0.41,7.4,5.9,7.1,13,0.24,0.23,0.46,0.19,0.41
1474,Gary Madine\Gary-Madine,eng ENG,FWMF,Cardiff City,eng Premier League,27,1990,5,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,Pablo Maffeo\Pablo-Maffeo,es ESP,DFMF,Stuttgart,de Bundesliga,21,1997,8,8,597,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07
1476,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,1984,26,21,1859,20.7,0,0,0,0,0,4,1,0,0,0,0,0,0.2,0.2,0.1,0.4,0.01,0.01,0.02,0.01,0.02
1477,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,19,17,1516,16.8,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01
1478,Harry Maguire\Harry-Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,31,31,2596,28.8,3,0,3,0,0,6,1,0.1,0,0.1,0.1,0.1,1.5,1.5,0.3,1.8,0.05,0.01,0.06,0.05,0.06
1479,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,27,1991,27,14,1343,14.9,7,4,7,0,1,0,0,0.47,0.27,0.74,0.47,0.74,5.6,4.8,4.1,9,0.38,0.28,0.65,0.32,0.6
1480,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,21,1997,24,10,1021,11.3,0,1,0,0,0,4,0,0,0.09,0.09,0,0.09,0.7,0.3,0.5,0.9,0.06,0.05,0.11,0.03,0.08
1481,Raffaele Maiello\Raffaele-Maiello,it ITA,MF,Frosinone,it Serie A,27,1991,29,22,2043,22.7,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,1.2,1.4,0.01,0.05,0.06,0.01,0.06
1482,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,19,1999,24,23,2064,22.9,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1.6,2.6,0.04,0.07,0.11,0.04,0.11
1483,Domenico Maietta\Domenico-Maietta,it ITA,DF,Empoli,it Serie A,35,1982,21,21,1714,19,0,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.01,0.01,0.02,0.01,0.02
1484,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0
1485,Linton Maina\Linton-Maina,de GER,MFFW,Hannover 96,de Bundesliga,19,1999,20,17,1414,15.7,1,3,1,0,0,0,0,0.06,0.19,0.25,0.06,0.25,2.1,2.1,2.8,4.8,0.13,0.18,0.31,0.13,0.31
1486,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,16,11,987,11,1,1,1,0,0,2,1,0.09,0.09,0.18,0.09,0.18,0.9,0.9,1.2,2.1,0.08,0.11,0.19,0.08,0.19
1487,Josh Maja\Josh-Maja,ng NGA,FWMF,Bordeaux,fr Ligue 1,19,1998,7,3,198,2.2,1,0,1,0,0,1,0,0.45,0,0.45,0.45,0.45,0.6,0.6,0,0.6,0.27,0.02,0.29,0.27,0.29
1488,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Nantes,fr Ligue 1,26,1991,33,25,2246,25,5,3,4,1,1,3,0,0.2,0.12,0.32,0.16,0.28,5.6,4.9,2.5,7.3,0.22,0.1,0.32,0.19,0.29
1489,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,FWMF,Nice,fr Ligue 1,20,1998,25,11,1029,11.4,1,0,1,0,0,3,0,0.09,0,0.09,0.09,0.09,1.3,1.3,0.8,2.1,0.11,0.07,0.18,0.11,0.18
1490,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,23,1995,36,36,3209,35.7,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,2.2,2.2,0.7,2.9,0.06,0.02,0.08,0.06,0.08
1491,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,26,1991,17,15,1375,15.3,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02
1492,Malcom\Malcom,br BRA,FWDF,Barcelona,es La Liga,21,1997,15,6,614,6.8,1,2,1,0,0,0,0,0.15,0.29,0.44,0.15,0.44,1.5,1.5,1.6,3.2,0.23,0.24,0.47,0.23,0.47
1493,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,24,20,1805,20.1,0,2,0,0,0,3,0,0,0.1,0.1,0,0.1,0.3,0.3,2.4,2.6,0.01,0.12,0.13,0.01,0.13
1494,Yunus Mallı\Yunus-Malli,tr TUR,MFFW,Wolfsburg,de Bundesliga,26,1992,21,5,701,7.8,1,1,0,1,1,0,0,0.13,0.13,0.26,0,0.13,1.4,0.7,1.5,2.2,0.18,0.2,0.38,0.08,0.28
1495,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,35,35,3092,34.4,1,4,1,0,0,11,0,0.03,0.12,0.15,0.03,0.15,1.4,1.4,4,5.3,0.04,0.12,0.16,0.04,0.16
1496,Antonio Mance\Antonio-Mance,hr CRO,FWMF,Nantes,fr Ligue 1,22,1995,5,0,50,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31,31,2790,31,1,1,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.3,2,0.02,0.04,0.06,0.02,0.06
1498,Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,30,25,2246,25,5,2,5,0,0,5,0,0.2,0.08,0.28,0.2,0.28,4.1,4.1,0.5,4.6,0.16,0.02,0.18,0.16,0.18
1499,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,31,31,2735,30.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,3,1,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.27,0.27,0,0.27
1501,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,26,1991,35,34,3059,34,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.2,1.9,0.02,0.04,0.06,0.02,0.06
1502,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,21,1997,35,33,2918,32.4,3,2,3,0,0,8,1,0.09,0.06,0.15,0.09,0.15,1.8,1.8,1.9,3.7,0.05,0.06,0.11,0.05,0.11
1503,Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Juventus,it Serie A,32,1986,25,23,2014,22.4,9,6,9,0,0,4,0,0.4,0.27,0.67,0.4,0.67,4.9,4.9,2.5,7.5,0.22,0.11,0.33,0.22,0.33
1504,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,26,1992,36,35,3077,34.2,22,1,22,0,0,2,0,0.64,0.03,0.67,0.64,0.67,16.1,16.1,4.4,20.5,0.47,0.13,0.6,0.47,0.6
1505,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,31,1987,29,18,1598,17.8,3,0,0,3,4,2,1,0.17,0,0.17,0,0,4,0.9,3,3.9,0.22,0.17,0.39,0.05,0.22
1506,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,27,1991,27,27,2324,25.8,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,0.2,1.3,0.05,0.01,0.05,0.05,0.05
1507,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,24,1994,18,12,1101,12.2,0,3,0,0,0,2,0,0,0.25,0.25,0,0.25,0.1,0.1,0.9,1,0.01,0.07,0.08,0.01,0.08
1508,Martín Mantovani\Martin-Mantovani,ar ARG,DF,Huesca,es La Liga,34,1984,9,6,701,7.8,2,0,2,0,0,2,0,0.26,0,0.26,0.26,0.26,0.5,0.5,0,0.5,0.06,0,0.06,0.06,0.06
1509,Juan Manuel Valencia\Juan-Manuel-Valencia,co COL,FW,Bologna,it Serie A,20,1998,1,0,28,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06
1510,Harrison Manzala\Harrison-Manzala,cd COD,MFFW,Angers,fr Ligue 1,24,1994,8,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0.73,0,0.73,0.73,0.73
1511,Francisco Manzanara\Francisco-Manzanara,es ESP,DFMF,Levante,es La Liga,21,1996,4,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.23,0,0.23,0.23,0.23
1512,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,19,1999,14,10,952,10.6,0,3,0,0,0,2,0,0,0.28,0.28,0,0.28,1.8,1.8,2.1,3.9,0.17,0.2,0.37,0.17,0.37
1513,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Nîmes,fr Ligue 1,20,1998,27,25,2137,23.7,0,1,0,0,0,2,1,0,0.04,0.04,0,0.04,0.5,0.5,0.8,1.3,0.02,0.03,0.06,0.02,0.06
1514,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,29,1989,12,12,878,9.8,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.02,0.04,0.06,0.02,0.06
1515,Iván Marcano\Ivan-Marcano,es ESP,DF,Roma,it Serie A,31,1987,10,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.7,0.9,0.03,0.08,0.11,0.03,0.11
1516,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,30,1988,23,21,1853,20.6,2,2,2,0,0,6,0,0.1,0.1,0.19,0.1,0.19,1.5,1.5,3,4.5,0.07,0.15,0.22,0.07,0.22
1517,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,31,1987,33,33,2878,32,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,1.8,1.8,1.8,3.6,0.06,0.06,0.11,0.06,0.11
1518,Solly March\Solly-March,eng ENG,FWMF,Brighton,eng Premier League,24,1994,35,30,2463,27.4,1,5,1,0,0,1,0,0.04,0.18,0.22,0.04,0.22,2.6,2.6,3.8,6.4,0.09,0.14,0.23,0.09,0.23
1519,Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4,4,360,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,26,1992,31,31,2790,31,4,0,4,0,0,9,0,0.13,0,0.13,0.13,0.13,2.7,2.7,0.3,3,0.09,0.01,0.1,0.09,0.1
1521,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,29,1989,30,28,2421,26.9,1,2,1,0,0,7,2,0.04,0.07,0.11,0.04,0.11,1.2,1.2,2.6,3.8,0.05,0.1,0.14,0.05,0.14
1522,Georg Margreitter\Georg-Margreitter,at AUT,DF,Nürnberg,de Bundesliga,29,1988,27,22,2064,22.9,2,0,2,0,0,2,0,0.09,0,0.09,0.09,0.09,1,1,0.3,1.4,0.04,0.02,0.06,0.04,0.06
1523,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,21,1997,2,0,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,23,1995,21,19,1772,19.7,0,0,0,0,0,5,0,0,0,0,0,0,0.8,0.8,0.4,1.2,0.04,0.02,0.06,0.04,0.06
1525,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,24,1993,13,3,447,5,3,0,3,0,0,2,0,0.6,0,0.6,0.6,0.6,2.9,2.9,0.8,3.7,0.58,0.16,0.74,0.58,0.74
1526,Mariano\Mariano,do DOM,FW,Lyon,fr Ligue 1,24,1993,3,2,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,0.15,0.03,0.18,0.15,0.18
1527,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,31,1986,26,20,1927,21.4,0,0,0,0,0,3,0,0,0,0,0,0,0.8,0.8,0.7,1.5,0.04,0.03,0.07,0.04,0.07
1528,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,26,1991,26,20,1803,20,1,1,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,1,1,0.5,1.5,0.05,0.03,0.08,0.05,0.08
1529,Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,21,1997,6,2,290,3.2,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06
1530,João Mário\Joao-Mario,pt POR,MFFW,Inter,it Serie A,25,1993,20,12,1082,12,1,2,1,0,0,2,0,0.08,0.17,0.25,0.08,0.25,0.9,0.9,2.2,3.1,0.08,0.18,0.26,0.08,0.26
1531,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,24,1994,23,22,2008,22.3,2,2,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,1.2,1.2,0.6,1.8,0.05,0.03,0.08,0.05,0.08
1532,Lazar Marković\Lazar-Markovic,rs SRB,FW,Fulham,eng Premier League,24,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06
1533,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,22,1995,18,18,1508,16.8,1,0,1,0,0,4,1,0.06,0,0.06,0.06,0.06,0.2,0.2,0,0.2,0.01,0,0.01,0.01,0.01
1534,Marquinhos\Marquinhos,br BRA,DFMF,Paris S-G,fr Ligue 1,24,1994,30,30,2693,29.9,3,2,3,0,0,2,1,0.1,0.07,0.17,0.1,0.17,1.2,1.2,1.9,3.1,0.04,0.06,0.1,0.04,0.1
1535,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,27,1991,31,23,1887,21,13,0,11,2,2,5,0,0.62,0,0.62,0.52,0.52,12.8,11,1,12,0.61,0.05,0.66,0.53,0.57
1536,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,22,1995,27,18,1621,18,10,2,9,1,1,2,0,0.56,0.11,0.67,0.5,0.61,6.1,5.4,2.8,8.1,0.34,0.15,0.49,0.3,0.45
1537,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,21,1997,33,32,2878,32,0,3,0,0,0,3,0,0,0.09,0.09,0,0.09,0.7,0.7,5,5.7,0.02,0.15,0.18,0.02,0.18
1538,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,28,1990,23,23,2059,22.9,3,1,1,2,3,9,0,0.13,0.04,0.17,0.04,0.09,4,1.7,1.9,3.6,0.18,0.08,0.26,0.08,0.16
1539,Marvin Martin\Marvin-Martin,fr FRA,MFFW,Reims,fr Ligue 1,30,1988,13,8,623,6.9,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,0.3,0.3,1.1,1.4,0.05,0.15,0.2,0.05,0.2
1540,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,27,1991,33,33,2902,32.2,0,0,0,0,0,12,0,0,0,0,0,0,1.4,1.4,0.5,1.9,0.04,0.01,0.06,0.04,0.06
1541,Javi Martínez\Javi-Martinez,es ESP,MF,Bayern Munich,de Bundesliga,29,1988,21,16,1309,14.5,3,0,3,0,0,3,0,0.21,0,0.21,0.21,0.21,1.5,1.5,0.4,1.9,0.1,0.02,0.13,0.1,0.13
1542,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,20,1997,27,13,1344,14.9,6,2,5,1,1,4,0,0.4,0.13,0.54,0.33,0.47,6.7,6,2.4,8.3,0.48,0.17,0.65,0.43,0.6
1543,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,29,1989,32,32,2815,31.3,3,1,3,0,0,7,0,0.1,0.03,0.13,0.1,0.13,1.3,1.3,0.2,1.5,0.04,0.01,0.05,0.04,0.05
1544,Gelson Martins\Gelson-Martins,pt POR,FW,Atlético Madrid,es La Liga,23,1995,8,1,229,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,0.26,0.02,0.28,0.26,0.28
1545,Gelson Martins\Gelson-Martins,pt POR,FWMF,Monaco,fr Ligue 1,23,1995,16,16,1389,15.4,4,2,4,0,0,1,0,0.26,0.13,0.39,0.26,0.39,3.6,3.6,1.8,5.4,0.23,0.11,0.35,0.23,0.35
1546,Adam Marušić\Adam-Marusic,me MNE,DFMF,Lazio,it Serie A,25,1992,26,24,2111,23.5,1,1,1,0,0,2,1,0.04,0.04,0.09,0.04,0.09,1.4,1.4,1.7,3.1,0.06,0.07,0.13,0.06,0.13
1547,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,25,1993,14,11,993,11,0,2,0,0,0,2,0,0,0.18,0.18,0,0.18,0.2,0.2,0.2,0.4,0.02,0.01,0.03,0.02,0.03
1548,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,32,1986,24,22,1836,20.4,0,2,0,0,0,5,0,0,0.1,0.1,0,0.1,0.9,0.9,0.8,1.7,0.04,0.04,0.08,0.04,0.08
1549,Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,24,1994,14,11,1004,11.2,0,1,0,0,0,5,0,0,0.09,0.09,0,0.09,0.1,0.1,0.4,0.4,0.01,0.03,0.04,0.01,0.04
1550,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35,35,3150,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
